has_kiosk,eightd_has_key_dispenser,capacity,external_id,short_name,rental_methods,name,electric_bike_surcharge_waiver,rental_uris,lat,eightd_station_services,station_type,region_id,station_id,lng
True,False,15,082639c8-1f3f-11e7-bf6b-3863bb334450,32213,"['KEY', 'CREDITCARD']",W&OD Trail/Sunset Hills Rd & Old Reston Ave,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.955079,[],classic,104,082639c8-1f3f-11e7-bf6b-3863bb334450,-77.351649
True,False,15,1928837279316128558,31338,"['KEY', 'CREDITCARD']",Connecticut Ave & Ordway St NW / Cleveland Park Metro ,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.935842,[],classic,,1928837279316128558,-77.058468
True,False,11,0824c1a1-1f3f-11e7-bf6b-3863bb334450,31618,"['KEY', 'CREDITCARD']",4th & East Capitol St NE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.889955,[],classic,42,0824c1a1-1f3f-11e7-bf6b-3863bb334450,-77.000349
True,False,15,1939176485434179842,31428,"['KEY', 'CREDITCARD']",Western Ave & Pinehurst Cir NW ,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.975739,[],classic,,1939176485434179842,-77.066409
True,False,11,a8ffa826-a14d-4bb0-ab33-de6b8c34d190,31961,"['KEY', 'CREDITCARD']",Fillmore & Bisdorf,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.83863,[],classic,40,a8ffa826-a14d-4bb0-ab33-de6b8c34d190,-77.116206
True,False,19,0824791a-1f3f-11e7-bf6b-3863bb334450,31201,"['KEY', 'CREDITCARD']",15th & P St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.90980062655191,[],classic,42,0824791a-1f3f-11e7-bf6b-3863bb334450,-77.03442692756653
True,False,23,0825f622-1f3f-11e7-bf6b-3863bb334450,31274,"['KEY', 'CREDITCARD']",10th & G St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.89824328774852,[],classic,42,0825f622-1f3f-11e7-bf6b-3863bb334450,-77.02623546123505
False,False,16,08251532-1f3f-11e7-bf6b-3863bb334450,31404,"['KEY', 'CREDITCARD']",9th & Upshur St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.9418,[],classic,42,08251532-1f3f-11e7-bf6b-3863bb334450,-77.0251
True,False,23,08256e7b-1f3f-11e7-bf6b-3863bb334450,31633,"['KEY', 'CREDITCARD']",Independence Ave & L'Enfant Plaza SW/DOE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.887332,[],classic,42,08256e7b-1f3f-11e7-bf6b-3863bb334450,-77.026141
True,False,23,08252260-1f3f-11e7-bf6b-3863bb334450,31247,"['KEY', 'CREDITCARD']",Jefferson Dr & 14th St SW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.8885525,[],classic,42,08252260-1f3f-11e7-bf6b-3863bb334450,-77.032427
True,False,15,0824fd71-1f3f-11e7-bf6b-3863bb334450,31021,"['KEY', 'CREDITCARD']",Clarendon Blvd & N Fillmore St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.8881,[],classic,41,0824fd71-1f3f-11e7-bf6b-3863bb334450,-77.09308
True,False,15,2007431383556444258,32431,"['KEY', 'CREDITCARD']",Baltimore Avenue and Hotel Drive at UMD,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.986639,[],classic,133,2007431383556444258,-76.936073
True,False,31,0824e68d-1f3f-11e7-bf6b-3863bb334450,31240,"['KEY', 'CREDITCARD']",Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.88412,[],classic,42,0824e68d-1f3f-11e7-bf6b-3863bb334450,-77.04657
True,False,15,e07eed7c-2d2a-4f13-aff7-2be6500958f7,31322,"['KEY', 'CREDITCARD']",48th Pl & MacArthur Blvd NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.917105,[],classic,42,e07eed7c-2d2a-4f13-aff7-2be6500958f7,-77.095825
True,False,15,174fc644-1a5a-4923-a8b5-373e0ad04525,31973,"['KEY', 'CREDITCARD']",N Pershing Dr & N Quebec St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.874248,[],classic,41,174fc644-1a5a-4923-a8b5-373e0ad04525,-77.104784
True,False,19,0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,31531,"['KEY', 'CREDITCARD']",MBT & Bryant St NE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.92240364115446,[],classic,42,0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,-76.9960230588913
True,False,19,0826176a-1f3f-11e7-bf6b-3863bb334450,31317,"['KEY', 'CREDITCARD']",Wisconsin Ave & Ingomar St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.958267,[],classic,42,0826176a-1f3f-11e7-bf6b-3863bb334450,-77.084636
True,False,15,08264173-1f3f-11e7-bf6b-3863bb334450,31918,"['KEY', 'CREDITCARD']",Madison St & Fairfax St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.812351,[],classic,40,08264173-1f3f-11e7-bf6b-3863bb334450,-77.040691
True,False,12,1875305027705686898,32281,"['KEY', 'CREDITCARD']",Fair Woods Pkwy & Fairfax Blvd,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.862804,[],classic,,1875305027705686898,-77.293922
True,False,12,1917259953969440770,32288,"['KEY', 'CREDITCARD']",Seatrend Way & Topsails Ln,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.775639,[],classic,,1917259953969440770,-77.160014
True,False,19,0825f1f7-1f3f-11e7-bf6b-3863bb334450,32047,"['KEY', 'CREDITCARD']",Rockville Metro West,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",39.084379,[],classic,43,0825f1f7-1f3f-11e7-bf6b-3863bb334450,-77.146866
True,False,19,2574f980-163e-4b9b-8107-6145615815b3,31828,"['KEY', 'CREDITCARD']",New Jersey Ave & H St SE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.880760725950644,[],classic,42,2574f980-163e-4b9b-8107-6145615815b3,-77.00574070215225
True,False,19,082614e4-1f3f-11e7-bf6b-3863bb334450,31900,"['KEY', 'CREDITCARD']",Langston Blvd & N Woodstock St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.898301,[],classic,41,082614e4-1f3f-11e7-bf6b-3863bb334450,-77.118009
True,False,12,3735d025-7e82-467c-8844-29d08d66b0e4,32608,"['KEY', 'CREDITCARD']",Falls Church City Hall / Park Ave & Little Falls St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.885434,[],classic,152,3735d025-7e82-467c-8844-29d08d66b0e4,-77.173605
True,False,15,082494e7-1f3f-11e7-bf6b-3863bb334450,31607,"['KEY', 'CREDITCARD']",13th & E St SE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.88291548476762,[],classic,42,082494e7-1f3f-11e7-bf6b-3863bb334450,-76.98790669441223
True,False,11,0826533b-1f3f-11e7-bf6b-3863bb334450,32223,"['KEY', 'CREDITCARD']",North Shore Dr & Village Rd,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.970412,[],classic,104,0826533b-1f3f-11e7-bf6b-3863bb334450,-77.340787
False,False,12,2057213452968541050,31808,"['KEY', 'CREDITCARD']",W St & Shannon Pl SE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.865404,[],classic,42,2057213452968541050,-76.990779
True,False,19,ae007456-14ad-4619-a92e-e3a40f93a412,31135,"['KEY', 'CREDITCARD']",16th & Harvard St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.926102,[],classic,42,ae007456-14ad-4619-a92e-e3a40f93a412,-77.03665
True,False,11,1893303738183408178,31386,"['KEY', 'CREDITCARD']",Prosperity Ave & Avenir Pl,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.88143586412813,[],classic,,1893303738183408178,-77.23037748489112
True,False,31,08249fbc-1f3f-11e7-bf6b-3863bb334450,31611,"['KEY', 'CREDITCARD']",13th & H St NE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.90042673988099,[],classic,42,08249fbc-1f3f-11e7-bf6b-3863bb334450,-76.98825001716614
True,False,15,1934706002043462112,31544,"['KEY', 'CREDITCARD']",Michigan Ave & Allison St NE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.945068,[],classic,,1934706002043462112,-76.978783
True,False,23,0826132d-1f3f-11e7-bf6b-3863bb334450,31518,"['KEY', 'CREDITCARD']",New York Ave & Hecht Ave NE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.915604,[],classic,42,0826132d-1f3f-11e7-bf6b-3863bb334450,-76.983683
True,False,12,d3cf2811-ca2e-4d2c-9843-8a90049b7b80,32247,"['KEY', 'CREDITCARD']",South Lakes Dr and Reston Pkwy,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.94335,[],classic,104,d3cf2811-ca2e-4d2c-9843-8a90049b7b80,-77.362304
True,False,19,55d4e20d-6b27-485e-8115-4046ac2313ea,31390,"['KEY', 'CREDITCARD']",Whitehaven Pkwy & Foxhall Rd NW / GWU Mt. Vernon,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.916501,[],classic,42,55d4e20d-6b27-485e-8115-4046ac2313ea,-77.0909109
True,False,15,7c790f6e-7889-4c3c-97d6-ffd37e68bb2d,31829,"['KEY', 'CREDITCARD']",16th & Bangor St SE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.86044,[],classic,42,7c790f6e-7889-4c3c-97d6-ffd37e68bb2d,-76.983585
True,False,12,08254d7e-1f3f-11e7-bf6b-3863bb334450,31059,"['KEY', 'CREDITCARD']",S Four Mile Run Dr & Walter Reed Dr,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.84736,[],classic,41,08254d7e-1f3f-11e7-bf6b-3863bb334450,-77.095431
True,False,15,2213781a-5c69-43eb-9b33-346d61e7e1ba,32087,"['KEY', 'CREDITCARD']",White Oak Rec Center,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",39.0461435,[],classic,44,2213781a-5c69-43eb-9b33-346d61e7e1ba,-76.9757228
True,False,19,30b5e0c1-7ca6-4050-8566-3fccf0b60890,31424,"['KEY', 'CREDITCARD']",9th & Ingraham St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.95366314394005,[],classic,42,30b5e0c1-7ca6-4050-8566-3fccf0b60890,-77.02561318874359
True,False,15,08265262-1f3f-11e7-bf6b-3863bb334450,32065,"['KEY', 'CREDITCARD']",Grandview & Blueridge Ave,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",39.043272,[],classic,44,08265262-1f3f-11e7-bf6b-3863bb334450,-77.053085
True,False,19,0825b8f0-1f3f-11e7-bf6b-3863bb334450,31121,"['KEY', 'CREDITCARD']",Calvert St & Woodley Pl NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.923583,[],classic,42,0825b8f0-1f3f-11e7-bf6b-3863bb334450,-77.050046
True,False,15,082630e2-1f3f-11e7-bf6b-3863bb334450,31915,"['KEY', 'CREDITCARD']",Powhatan St & Bashford Ln,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.818748,[],classic,40,082630e2-1f3f-11e7-bf6b-3863bb334450,-77.047783
True,False,15,f0d7675e-2ce0-41e7-94f5-28ca712fa456,31945,"['KEY', 'CREDITCARD']",Columbia Pike & S Greenbrier St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.854019,[],classic,41,f0d7675e-2ce0-41e7-94f5-28ca712fa456,-77.118106
True,False,19,568a84a6-8911-48aa-8ad4-9a1b46564e9d,31415,"['KEY', 'CREDITCARD']",Georgia Ave & Kennedy St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.95674,[],classic,42,568a84a6-8911-48aa-8ad4-9a1b46564e9d,-77.02791
True,False,19,72e7c396-11ad-4e88-bf4b-e60584f748fc,31420,"['KEY', 'CREDITCARD']",17th & Upshur St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.942146,[],classic,42,72e7c396-11ad-4e88-bf4b-e60584f748fc,-77.038684
True,False,11,0825756e-1f3f-11e7-bf6b-3863bb334450,32003,"['KEY', 'CREDITCARD']",Montgomery Ave & Waverly St ,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.983838,[],classic,44,0825756e-1f3f-11e7-bf6b-3863bb334450,-77.09221
True,False,12,e2a96f4c-801e-4cf8-be0f-f767a5d8ca1b,31944,"['KEY', 'CREDITCARD']",S Clark St & 33rd St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.845028,[],classic,41,e2a96f4c-801e-4cf8-be0f-f767a5d8ca1b,-77.051956
True,False,27,0824aa39-1f3f-11e7-bf6b-3863bb334450,31227,"['KEY', 'CREDITCARD']",13th St & New York Ave NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.900283,[],classic,42,0824aa39-1f3f-11e7-bf6b-3863bb334450,-77.029822
True,False,15,082544b7-1f3f-11e7-bf6b-3863bb334450,31308,"['KEY', 'CREDITCARD']",39th & Veazey St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.943837,[],classic,42,082544b7-1f3f-11e7-bf6b-3863bb334450,-77.077078
True,False,16,abd8bd04-94ec-4818-baf5-7f79742e982c,31940,"['KEY', 'CREDITCARD']",Arlington Blvd & Fairfax Dr,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.88625606692058,[],classic,41,abd8bd04-94ec-4818-baf5-7f79742e982c,-77.08426237106323
True,False,19,0826005e-1f3f-11e7-bf6b-3863bb334450,31522,"['KEY', 'CREDITCARD']",2nd St & Seaton Pl NE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.914751108831155,[],classic,42,0826005e-1f3f-11e7-bf6b-3863bb334450,-77.00356006622314
True,False,17,d8f65b11-57ec-4a9f-9b52-f5696e129f02,32421,"['KEY', 'CREDITCARD']",Riverdale Park Town Center,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.962119,[],classic,133,d8f65b11-57ec-4a9f-9b52-f5696e129f02,-76.935578
True,False,15,1999643103701119546,32427,"['KEY', 'CREDITCARD']",40th Ave & Bladensburg Rd,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.935388,[],classic,133,1999643103701119546,-76.949287
True,False,12,0824739d-1f3f-11e7-bf6b-3863bb334450,31012,"['KEY', 'CREDITCARD']",Clark St & 26th St S,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.850688,[],classic,41,0824739d-1f3f-11e7-bf6b-3863bb334450,-77.05152
True,False,31,0824a28b-1f3f-11e7-bf6b-3863bb334450,31620,"['KEY', 'CREDITCARD']",5th & F St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.897222,[],classic,42,0824a28b-1f3f-11e7-bf6b-3863bb334450,-77.019347
True,False,15,08254529-1f3f-11e7-bf6b-3863bb334450,31309,"['KEY', 'CREDITCARD']",Fessenden St & Wisconsin Ave NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.954812,[],classic,42,08254529-1f3f-11e7-bf6b-3863bb334450,-77.082426
True,False,19,f8b331c6-d208-4b17-b788-1a17d2520c40,31425,"['KEY', 'CREDITCARD']",Georgia Ave & Dahlia St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.976061,[],classic,42,f8b331c6-d208-4b17-b788-1a17d2520c40,-77.026747
True,False,15,08263b6d-1f3f-11e7-bf6b-3863bb334450,32216,"['KEY', 'CREDITCARD']",Library St & Freedom Dr,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.959633,[],classic,104,08263b6d-1f3f-11e7-bf6b-3863bb334450,-77.358741
True,False,12,a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,32601,"['KEY', 'CREDITCARD']",Eden Center,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.87380771851765,[],classic,152,a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,-77.15284913778305
True,False,15,082652d2-1f3f-11e7-bf6b-3863bb334450,32066,"['KEY', 'CREDITCARD']",Windham Ln & Amherst Ave,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",39.032029,[],classic,44,082652d2-1f3f-11e7-bf6b-3863bb334450,-77.04735
True,False,15,27d919c7-7fda-41d1-9c05-2f537d5c4ce2,32410,"['KEY', 'CREDITCARD']",Queens Chapel & Hamilton St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.9546,[],classic,133,27d919c7-7fda-41d1-9c05-2f537d5c4ce2,-76.9595
True,False,12,4b55ad18-eb2e-47b5-aaeb-aefd6ad856fd,32264,"['KEY', 'CREDITCARD']",Pimmit Dr & Idyl Ln,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.897692,[],classic,104,4b55ad18-eb2e-47b5-aaeb-aefd6ad856fd,-77.207261
True,False,27,b554d2fc-8912-4730-b2cb-9a3e1a96b223,31670,"['KEY', 'CREDITCARD']",12th St & New York Ave NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.901104,[],classic,42,b554d2fc-8912-4730-b2cb-9a3e1a96b223,-77.028061
True,False,19,a41e5bd2-b599-4c47-a36f-31ffa2e2dd0b,31674,"['KEY', 'CREDITCARD']",Maine Ave & Water St SW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.87674677186661,[],classic,42,a41e5bd2-b599-4c47-a36f-31ffa2e2dd0b,-77.02094480395317
True,False,12,1900610962867255780,31381,"['KEY', 'CREDITCARD']",Westbranch Dr & Maitland St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.927943,[],classic,,1900610962867255780,-77.220829
True,False,19,7346145e-f487-4f07-acb8-ed3e0b8b56bb,31133,"['KEY', 'CREDITCARD']",20th St & Columbia Rd NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.918103,[],classic,42,7346145e-f487-4f07-acb8-ed3e0b8b56bb,-77.045469
True,False,19,08261245-1f3f-11e7-bf6b-3863bb334450,31712,"['KEY', 'CREDITCARD']",Oklahoma Ave & D St NE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.894474,[],classic,42,08261245-1f3f-11e7-bf6b-3863bb334450,-76.974828
True,False,19,08247c29-1f3f-11e7-bf6b-3863bb334450,31401,"['KEY', 'CREDITCARD']",14th & Quincy St NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.938024,[],classic,42,08247c29-1f3f-11e7-bf6b-3863bb334450,-77.032688
True,False,19,ad6ec1ce-db22-47c1-acf3-507897d40725,31320,"['KEY', 'CREDITCARD']",American University East Campus,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.936298,[],classic,42,ad6ec1ce-db22-47c1-acf3-507897d40725,-77.087128
True,False,15,199df30f-328b-48af-8627-952bd9d6fe7c,32413,"['KEY', 'CREDITCARD']",Rhode Island Ave & 39th St / Brentwood Arts Exchange,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.939271,[],classic,133,199df30f-328b-48af-8627-952bd9d6fe7c,-76.955047
True,False,15,99644655-ef85-4e13-a331-a344d88ded32,31938,"['KEY', 'CREDITCARD']",23rd St S & Hayes St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.853002,[],classic,41,99644655-ef85-4e13-a331-a344d88ded32,-77.059496
True,False,11,1957757292469049786,32298,"['KEY', 'CREDITCARD']",Chain Bridge Rd & Anderson Rd,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.925572,[],classic,,1957757292469049786,-77.204762
True,False,15,0825f4f2-1f3f-11e7-bf6b-3863bb334450,31079,"['KEY', 'CREDITCARD']",Langston Blvd & N Cleveland St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.894941,[],classic,41,0825f4f2-1f3f-11e7-bf6b-3863bb334450,-77.09169
True,False,12,29f174dd-e7bc-4329-a570-0220f0d1be84,32251,"['KEY', 'CREDITCARD']",Lake Newport Rd and Autumn Ridge Cir,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.97850255151454,[],classic,104,29f174dd-e7bc-4329-a570-0220f0d1be84,-77.35345423221588
True,False,15,7af26d39-a3b4-4fb3-b5b2-3acd415b9bea,31972,"['KEY', 'CREDITCARD']",S Wakefield St & 28th St S,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.84404,[],classic,41,7af26d39-a3b4-4fb3-b5b2-3acd415b9bea,-77.098093
True,False,12,1950995089993550758,31728,"['KEY', 'CREDITCARD']",55th & East Capitol St NE,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.889926,[],classic,,1950995089993550758,-76.922783
True,False,11,08261ee4-1f3f-11e7-bf6b-3863bb334450,31908,"['KEY', 'CREDITCARD']",Radford & Osage St,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.828471,[],classic,40,08261ee4-1f3f-11e7-bf6b-3863bb334450,-77.086061
True,False,19,0825738d-1f3f-11e7-bf6b-3863bb334450,32002,"['KEY', 'CREDITCARD']",Bethesda Ave & Arlington Rd,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.981103,[],classic,44,0825738d-1f3f-11e7-bf6b-3863bb334450,-77.097426
True,False,27,08250172-1f3f-11e7-bf6b-3863bb334450,31242,"['KEY', 'CREDITCARD']",18th St & Pennsylvania Ave NW,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.89968,[],classic,42,08250172-1f3f-11e7-bf6b-3863bb334450,-77.041539
True,False,11,1957750905852681124,32297,"['KEY', 'CREDITCARD']",Hilltop Rd & Willowmere Dr ,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.876903,[],classic,,1957750905852681124,-77.241518
True,False,15,0824806c-1f3f-11e7-bf6b-3863bb334450,31703,"['KEY', 'CREDITCARD']",Minnesota Ave Metro/DOES,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.897063,[],classic,42,0824806c-1f3f-11e7-bf6b-3863bb334450,-76.947446
True,False,19,d0a82ee8-e718-4598-aa5e-dda9292c248c,31525,"['KEY', 'CREDITCARD']",Trinidad Rec Center,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.906299,[],classic,42,d0a82ee8-e718-4598-aa5e-dda9292c248c,-76.983221
True,False,23,0824cdb0-1f3f-11e7-bf6b-3863bb334450,31236,"['KEY', 'CREDITCARD']",37th & O St NW / Georgetown University,False,"{'android': 'https://dc.lft.to/lastmile_qr_scan', 'ios': 'https://dc.lft.to/lastmile_qr_scan'}",38.907837,[],classic,42,0824cdb0-1f3f-11e7-bf6b-3863bb334450,-77.07166
