id,station_name,short_name,total_docks,docks_in_service,status,lat,lng,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_8hcu_yrd4
a3a3b731-a135-11e9-9cda-0a87ae2ba916,Honore St & Division St,TA1305000034,23,23,In Service,41.903119,-87.673935,"{'type': 'Point', 'coordinates': [-87.673935, 41.903119]}",24,21560,25,462,41,4,1
1500206163166594382,Ping Tom Park (East),,9,9,In Service,41.8579886,-87.6319447,"{'type': 'Point', 'coordinates': [-87.6319447, 41.8579886]}",8,21194,34,330,26,40,7
a3a6002c-a135-11e9-9cda-0a87ae2ba916,Morgan Ave & 14th Pl,TA1306000002,15,15,In Service,41.862378,-87.651062,"{'type': 'Point', 'coordinates': [-87.651062, 41.862378]}",8,14920,29,760,48,43,28
1563698718386161684,Mason Ave & Belmont Ave,,9,9,In Service,41.9383682,-87.7725029,"{'type': 'Point', 'coordinates': [-87.7725029, 41.9383682]}",27,22254,19,82,21,52,30
a3a64639-a135-11e9-9cda-0a87ae2ba916,Lincoln Ave & Diversey Pkwy,TA1307000064,15,15,In Service,41.932225,-87.658617,"{'type': 'Point', 'coordinates': [-87.658617, 41.932225]}",16,21190,68,795,34,16,43
a3b23cb8-a135-11e9-9cda-0a87ae2ba916,Racine Ave & 65th St,564,11,11,In Service,41.775393,-87.654308,"{'type': 'Point', 'coordinates': [-87.654308, 41.775393]}",17,22257,66,436,2,11,16
1594046418168009436,Elston Ave & Henderson St,,9,9,In Service,41.941499,-87.701051,"{'type': 'Point', 'coordinates': [-87.701051, 41.941499]}",2,21538,22,425,20,39,33
a3a83ba1-a135-11e9-9cda-0a87ae2ba916,Wood St & Webster Ave,TA1307000138,19,19,In Service,41.9210567299,-87.6727974415,"{'type': 'Point', 'coordinates': [-87.672797441483, 41.921056729928]}",16,21190,23,209,40,16,32
a3a93622-a135-11e9-9cda-0a87ae2ba916,Greenwood Ave & 47th St,TA1308000002,15,15,In Service,41.809835,-87.599383,"{'type': 'Point', 'coordinates': [-87.599383, 41.809835]}",1,4301,5,395,10,36,9
1563698688321392630,Long Ave & Belden Ave,,9,9,In Service,41.9227049,-87.760954,"{'type': 'Point', 'coordinates': [-87.760954, 41.9227049]}",4,22615,19,307,44,2,36
a3a80009-a135-11e9-9cda-0a87ae2ba916,Wells St & 19th St,SL-006,11,11,In Service,41.856802,-87.633879,"{'type': 'Point', 'coordinates': [-87.633879, 41.856802]}",8,21194,35,3,26,40,7
1984107787514337392,Princeton Ave & 95th St,24360,16,16,In Service,41.72175,-87.63075,"{'type': 'Point', 'coordinates': [-87.63075, 41.72175]}",18,21861,45,187,13,59,11
a3ac2b9c-a135-11e9-9cda-0a87ae2ba916,Ashland Ave & Chicago Ave,13247,15,15,In Service,41.8959543573,-87.6677280664,"{'type': 'Point', 'coordinates': [-87.667728066444, 41.895954357343]}",24,21560,25,520,41,4,1
1939575808945160592,Pulaski Rd & 68th St,24145,15,15,In Service,41.76949,-87.72292,"{'type': 'Point', 'coordinates': [-87.72292, 41.76949]}",23,21867,63,318,15,58,23
1575949528657471478,Menard Ave & North Ave,,9,9,In Service,41.9097167,-87.7702037,"{'type': 'Point', 'coordinates': [-87.7702037, 41.9097167]}",52,22615,26,597,7,2,29
1594046456822715150,Francisco Ave & Hollywood Ave,,9,9,In Service,41.984746,-87.701593,"{'type': 'Point', 'coordinates': [-87.701593, 41.984746]}",46,4450,20,65,24,50,50
1890604506489868740,Mango Ave & Diversey Ave,23175,15,15,In Service,41.9309625,-87.7698856,"{'type': 'Point', 'coordinates': [-87.7698856, 41.9309625]}",27,22615,19,58,21,2,30
1521690221159885714,Hampden Ct & Diversey Ave,,4,4,In Service,41.9325593,-87.6423847,"{'type': 'Point', 'coordinates': [-87.6423847, 41.9325593]}",51,21190,68,18,34,16,43
a3b024aa-a135-11e9-9cda-0a87ae2ba916,Spaulding Ave & Armitage Ave,15650,15,15,In Service,41.9171080348,-87.7102209628,"{'type': 'Point', 'coordinates': [-87.710220962763, 41.917108034789]}",15,22535,23,387,49,1,26
1963672098315411610,Pulaski Rd & 54th St,24281,15,15,In Service,41.79499,-87.72361,"{'type': 'Point', 'coordinates': [-87.72361, 41.79499]}",35,22248,60,793,6,56,23
1838613156025764214,Drexel Ave & 60th St,22005,15,15,In Service,41.785861,-87.604553,"{'type': 'Point', 'coordinates': [-87.604553, 41.785861]}",53,22260,9,470,4,60,20
a3b3634c-a135-11e9-9cda-0a87ae2ba916,Aberdeen St & Randolph St,18062,15,15,In Service,41.884114,-87.654264,"{'type': 'Point', 'coordinates': [-87.654264, 41.884114]}",41,14917,29,63,46,44,27
1934289944388426278,Fairfield Ave & 44th St,21380,15,15,In Service,41.813617,-87.6932272,"{'type': 'Point', 'coordinates': [-87.6932272, 41.813617]}",29,22248,55,641,3,56,12
1932836901177930130,Granville Ave & Pulaski Rd,24156,11,11,In Service,41.9924402,-87.7289072,"{'type': 'Point', 'coordinates': [-87.7289072, 41.9924402]}",28,22532,13,748,38,18,39
a3a710c5-a135-11e9-9cda-0a87ae2ba916,Canal St & Harrison St,13326,15,15,In Service,41.874255,-87.639573,"{'type': 'Point', 'coordinates': [-87.639573, 41.874255]}",48,14917,29,97,26,44,28
a3b2862e-a135-11e9-9cda-0a87ae2ba916,Bennett Ave & 79th St,16970,11,11,In Service,41.751785,-87.578496,"{'type': 'Point', 'coordinates': [-87.578496, 41.751785]}",9,22538,39,188,35,24,10
a3a5b496-a135-11e9-9cda-0a87ae2ba916,California Ave & Milwaukee Ave,13084,15,15,In Service,41.922695,-87.697153,"{'type': 'Point', 'coordinates': [-87.697153, 41.922695]}",24,22535,23,294,41,1,1
1929934715947649384,Central Park Ave & Washington Blvd,23210,15,15,In Service,41.8827476,-87.7153994,"{'type': 'Point', 'coordinates': [-87.7153994, 41.8827476]}",11,21572,28,176,23,30,28
1575949506683597522,Major Ave & Bloomingdale Ave,,9,9,In Service,41.9125923,-87.7686995,"{'type': 'Point', 'coordinates': [-87.7686995, 41.9125923]}",52,22615,26,597,7,2,29
a3aaa68b-a135-11e9-9cda-0a87ae2ba916,Sheridan Rd & Lawrence Ave,TA1309000041,19,19,In Service,41.969517,-87.654691,"{'type': 'Point', 'coordinates': [-87.654691, 41.969517]}",40,22616,31,635,39,15,46
1890602768178733256,Leclaire Ave & Belmont Ave,23171,15,15,In Service,41.939041,-87.754197,"{'type': 'Point', 'coordinates': [-87.754197, 41.939041]}",27,22618,15,114,17,21,31
a3b1f4fb-a135-11e9-9cda-0a87ae2ba916,Central Ave & Chicago Ave,16920,11,11,In Service,41.894958,-87.764902,"{'type': 'Point', 'coordinates': [-87.764902, 41.894958]}",4,4299,26,562,45,5,37
1963673207600511026,Wabash Ave & 49th St,24340,15,15,In Service,41.80581,-87.6245,"{'type': 'Point', 'coordinates': [-87.6245, 41.80581]}",12,21192,4,448,9,10,8
1936566487749193740,Harding Ave & Chicago Ave,24207,15,15,In Service,41.895313,-87.724738,"{'type': 'Point', 'coordinates': [-87.724738, 41.895313]}",41,4299,24,584,45,30,37
a3aa9c65-a135-11e9-9cda-0a87ae2ba916,Wabash Ave & 9th St,TA1309000010,19,19,In Service,41.870769,-87.625734,"{'type': 'Point', 'coordinates': [-87.625734, 41.870769]}",48,14913,38,368,10,35,9
a3a37e26-a135-11e9-9cda-0a87ae2ba916,State St & Harrison St,SL-007,23,23,In Service,41.874053,-87.627716,"{'type': 'Point', 'coordinates': [-87.627716, 41.874053]}",48,14913,38,12,10,35,9
1872723419889143870,Columbus Ave & 83rd Pl,23116,15,15,In Service,41.741346,-87.713696,"{'type': 'Point', 'coordinates': [-87.713696, 41.741346]}",6,4300,69,198,30,8,18
a3a9f256-a135-11e9-9cda-0a87ae2ba916,Wells St & Concord Ln,TA1308000050,19,19,In Service,41.912133,-87.634656,"{'type': 'Point', 'coordinates': [-87.634656, 41.912133]}",51,21190,68,271,11,16,2
a3a593fc-a135-11e9-9cda-0a87ae2ba916,Wilton Ave & Belmont Ave,TA1307000134,27,27,In Service,41.9402319181,-87.6529437304,"{'type': 'Point', 'coordinates': [-87.652943730354, 41.940231918109]}",38,4449,57,731,25,22,44
a3ac4548-a135-11e9-9cda-0a87ae2ba916,South Shore Dr & 67th St,KA1503000029,15,15,In Service,41.773643,-87.567514,"{'type': 'Point', 'coordinates': [-87.567514, 41.773643]}",32,22538,9,134,33,24,3
a3b305e7-a135-11e9-9cda-0a87ae2ba916,Chicago Ave & Sheridan Rd,E008,15,15,In Service,42.050491,-87.677821,"{'type': 'Point', 'coordinates': [-87.677821, 42.050491]}",,26293,,,,,
1890603435601779460,Marmora Ave & Belmont Ave,23170,15,15,In Service,41.9382897,-87.7737692,"{'type': 'Point', 'coordinates': [-87.7737692, 41.9382897]}",27,22254,19,82,21,52,30
2013067286975627866,Loomis St & 95th St,24358,16,16,In Service,41.72148,-87.65774,"{'type': 'Point', 'coordinates': [-87.65774, 41.72148]}",18,22212,72,195,13,59,21
a3ad13e4-a135-11e9-9cda-0a87ae2ba916,Shields Ave & 28th Pl,15443,11,11,In Service,41.842733,-87.635491,"{'type': 'Point', 'coordinates': [-87.635491, 41.842733]}",26,21194,35,375,48,40,7
1938034793873535334,Tripp Ave & 65th St,21407,15,15,In Service,41.77491,-87.72883,"{'type': 'Point', 'coordinates': [-87.72883, 41.77491]}",23,21867,63,6,15,58,13
2013011935067374302,Throop St & 99th St,24423,16,16,In Service,41.71414,-87.6547,"{'type': 'Point', 'coordinates': [-87.6547, 41.71414]}",18,22212,72,592,13,13,21
a3aac4f9-a135-11e9-9cda-0a87ae2ba916,DuSable Lake Shore Dr & Diversey Pkwy,TA1309000039,23,23,In Service,41.932588,-87.636427,"{'type': 'Point', 'coordinates': [-87.636427, 41.932588]}",51,4449,68,101,34,16,43
a3b1050d-a135-11e9-9cda-0a87ae2ba916,Western Ave & Howard St,527,15,15,In Service,42.018901,-87.690048,"{'type': 'Point', 'coordinates': [-87.690048, 42.018901]}",3,22528,20,341,5,12,49
1594046409578074830,Milwaukee Ave & Fullerton Ave,,9,9,In Service,41.924691,-87.70055,"{'type': 'Point', 'coordinates': [-87.70055, 41.924691]}",15,22535,23,322,41,1,1
1890605196211329420,Cicero Ave & Wrightwood Ave,23180,15,15,In Service,41.9279057,-87.7467295,"{'type': 'Point', 'coordinates': [-87.7467295, 41.9279057]}",7,22615,19,304,17,2,31
1582242285272847904,Maplewood Ave & 59th St,,9,9,In Service,41.7863375,-87.6874351,"{'type': 'Point', 'coordinates': [-87.6874351, 41.7863375]}",19,21867,64,111,2,58,16
a3a7be40-a135-11e9-9cda-0a87ae2ba916,Paulina St & 18th St,TA1307000159,15,15,In Service,41.857901,-87.668745,"{'type': 'Point', 'coordinates': [-87.668745, 41.857901]}",8,14920,33,343,26,43,25
a3a6fcac-a135-11e9-9cda-0a87ae2ba916,Clark St & Grace St,TA1307000127,23,23,In Service,41.95078,-87.659172,"{'type': 'Point', 'coordinates': [-87.659172, 41.95078]}",38,21186,57,691,25,53,44
1929538112769137066,Bernard St & Peterson Ave,24158,15,15,In Service,41.9904393,-87.715236,"{'type': 'Point', 'coordinates': [-87.715236, 41.9904393]}",42,4450,13,747,27,50,50
f0f9f5dc-3d3f-4a32-aa3e-b87566e44de9,Prospect Sq & 91st St,20103,15,15,In Service,41.7282338,-87.6675239,"{'type': 'Point', 'coordinates': [-87.6675239, 41.7282338]}",33,22212,71,627,42,59,19
a3b2e72c-a135-11e9-9cda-0a87ae2ba916,Chicago Ave & Washington St,E002,15,15,In Service,42.032562,-87.679101,"{'type': 'Point', 'coordinates': [-87.679101, 42.032562]}",,26609,,,,,
a3a859c4-a135-11e9-9cda-0a87ae2ba916,MLK Jr Dr & 29th St,TA1307000139,19,19,In Service,41.842052,-87.617,"{'type': 'Point', 'coordinates': [-87.617, 41.842052]}",1,21194,1,560,10,40,9
1594046448232780546,Troy Ave & 27th St,,9,9,In Service,41.84265,-87.70401,"{'type': 'Point', 'coordinates': [-87.70401, 41.84265]}",29,21569,32,124,1,57,25
1936552461714393094,St Louis Ave & 59th St,21387,15,15,In Service,41.78589,-87.71057,"{'type': 'Point', 'coordinates': [-87.71057, 41.78589]}",19,21867,64,344,6,58,14
a3a74947-a135-11e9-9cda-0a87ae2ba916,Ritchie Ct & Banks St,KA1504000134,15,15,In Service,41.906866,-87.626217,"{'type': 'Point', 'coordinates': [-87.626217, 41.906866]}",51,14926,37,308,34,54,43
a3af2216-a135-11e9-9cda-0a87ae2ba916,2112 W Peterson Ave,KA1504000155,11,11,In Service,41.991178,-87.683593,"{'type': 'Point', 'coordinates': [-87.683593, 41.991178]}",46,4450,20,43,24,50,40
a3a9b1d7-a135-11e9-9cda-0a87ae2ba916,Ashland Ave & Grand Ave,13434,15,15,In Service,41.891072,-87.666611,"{'type': 'Point', 'coordinates': [-87.666611, 41.891072]}",10,22620,25,485,41,49,1
1594046383808271024,Troy St & Jackson Blvd,,9,9,In Service,41.877505,-87.70485,"{'type': 'Point', 'coordinates': [-87.70485, 41.877505]}",11,21184,28,737,23,28,28
1799277526470631980,Lincoln Ave & Byron St,23002,15,15,In Service,41.952372,-87.677296,"{'type': 'Point', 'coordinates': [-87.677296, 41.952372]}",13,21186,46,644,18,53,47
a3b1db23-a135-11e9-9cda-0a87ae2ba916,Kostner Ave & Adams St,545,11,11,In Service,41.877917,-87.735737,"{'type': 'Point', 'coordinates': [-87.735737, 41.877917]}",11,21572,27,716,23,30,28
61695579-2f75-4090-a071-c76079b5fb5d,Michigan Ave & 71st St,651,7,7,In Service,41.765286,-87.621748,"{'type': 'Point', 'coordinates': [-87.621748, 41.765286]}",31,21546,67,474,32,61,4
a3b218cd-a135-11e9-9cda-0a87ae2ba916,Seeley Ave & Garfield Blvd,557,11,11,In Service,41.794087,-87.675478,"{'type': 'Point', 'coordinates': [-87.675478, 41.794087]}",19,14924,59,686,2,37,16
a3a7c852-a135-11e9-9cda-0a87ae2ba916,Emerald Ave & 28th St,TA1307000153,15,15,In Service,41.84358,-87.645368,"{'type': 'Point', 'coordinates': [-87.645368, 41.84358]}",26,21194,58,688,48,40,7
1930641272056945296,Mason Ave & Grand Ave,1523185.1,15,15,In Service,41.9204347,-87.7743901,"{'type': 'Point', 'coordinates': [-87.7743901, 41.9204347]}",4,22615,19,57,44,2,36
1887668523852444498,Cicero Ave & Roscoe Ave,23165,11,11,In Service,41.942427,-87.747315,"{'type': 'Point', 'coordinates': [-87.747315, 41.942427]}",25,22618,15,115,17,21,31
a3a43a25-a135-11e9-9cda-0a87ae2ba916,Wabash Ave & Cermak Rd,TA1305000001,11,11,In Service,41.852619,-87.626488,"{'type': 'Point', 'coordinates': [-87.626488, 41.852619]}",12,21194,34,193,9,40,8
1594046396693172926,Albany Ave & 16th St,,9,9,In Service,41.85936,-87.70302,"{'type': 'Point', 'coordinates': [-87.70302, 41.85936]}",36,21569,30,132,14,57,24
1931403472863201974,Lawler Ave & North Ave,24198,15,15,In Service,41.9091754,-87.7522545,"{'type': 'Point', 'coordinates': [-87.7522545, 41.9091754]}",4,22615,26,600,45,5,37
a3af40f1-a135-11e9-9cda-0a87ae2ba916,Winchester (Ravenswood) Ave & Balmoral Ave,KA1504000147,15,15,In Service,41.979762,-87.67753,"{'type': 'Point', 'coordinates': [-87.67753, 41.979762]}",46,22616,6,664,24,15,40
a3aa2ff4-a135-11e9-9cda-0a87ae2ba916,Clark St & Schiller St,TA1309000024,19,19,In Service,41.907993,-87.631501,"{'type': 'Point', 'coordinates': [-87.631501, 41.907993]}",22,14926,37,100,11,54,2
1861593053874186306,Artesian Ave & 71st St,23141,15,15,In Service,41.764345,-87.684417,"{'type': 'Point', 'coordinates': [-87.684417, 41.764345]}",6,21867,64,333,30,58,17
a3a57f6b-a135-11e9-9cda-0a87ae2ba916,Sheridan Rd & Argyle St,13059,15,15,In Service,41.9732868203,-87.6547595859,"{'type': 'Point', 'coordinates': [-87.654759585857, 41.97328682026]}",40,22616,31,635,16,15,48
1943244109954931024,Western Ave & 43rd St,24245,15,15,In Service,41.81574,-87.68489,"{'type': 'Point', 'coordinates': [-87.68489, 41.81574]}",29,14924,55,718,3,56,12
1575949515273532128,Central Park & Augusta Blvd,,9,9,In Service,41.8989108,-87.7164901,"{'type': 'Point', 'coordinates': [-87.7164901, 41.8989108]}",41,4299,24,456,46,5,27
1753333909108677614,Hastings LWS,,6,6,Not In Service,41.8635164,-87.6797485,"{'type': 'Point', 'coordinates': [-87.6797485, 41.8635164]}",48,14920,29,96,23,43,28
1561012878716023344,Kildare & Cermak,,9,9,In Service,41.851414,-87.73215,"{'type': 'Point', 'coordinates': [-87.73215, 41.851414]}",14,21569,30,125,28,57,22
a3b35e21-a135-11e9-9cda-0a87ae2ba916,Orleans St & Chestnut St (NEXT Apts),620,15,15,In Service,41.898203,-87.637536,"{'type': 'Point', 'coordinates': [-87.637536, 41.898203]}",41,14926,37,652,46,54,2
1968516035938026380,Wabash Ave & 59th St,24375,15,15,In Service,41.78715,-87.62395,"{'type': 'Point', 'coordinates': [-87.62395, 41.78715]}",53,22260,7,164,4,60,20
1594046461117682452,Washtenaw Ave & Peterson Ave,,9,9,In Service,41.99066,-87.697075,"{'type': 'Point', 'coordinates': [-87.697075, 41.99066]}",42,4450,20,31,24,50,40
a3a49288-a135-11e9-9cda-0a87ae2ba916,Wabash Ave & Roosevelt Rd,TA1305000002,23,23,In Service,41.867227,-87.625961,"{'type': 'Point', 'coordinates': [-87.625961, 41.867227]}",48,14913,34,374,9,35,34
1943245395846580390,La Villita Park,21336,15,15,In Service,41.83925,-87.70202,"{'type': 'Point', 'coordinates': [-87.70202, 41.83925]}",29,21569,32,124,1,57,25
a3a6ed98-a135-11e9-9cda-0a87ae2ba916,Damen Ave & Wellington Ave,13268,15,15,In Service,41.93588,-87.67842,"{'type': 'Point', 'coordinates': [-87.67842, 41.93588]}",24,21538,46,616,40,39,32
1871992980799203880,Mozart St & 79th St,23129,15,15,In Service,41.749702,-87.693917,"{'type': 'Point', 'coordinates': [-87.693917, 41.749702]}",6,4300,69,243,30,8,18
1593766334653391756,Lavergne Ave & 46th St,,9,9,In Service,41.80934,-87.7478312,"{'type': 'Point', 'coordinates': [-87.7478312, 41.80934]}",35,22268,53,604,28,7,22
a3a62aad-a135-11e9-9cda-0a87ae2ba916,Loomis St & Jackson Blvd,13206,19,19,In Service,41.877945,-87.662007,"{'type': 'Point', 'coordinates': [-87.662007, 41.877945]}",48,14917,29,91,46,44,27
a3af9064-a135-11e9-9cda-0a87ae2ba916,Manor Ave & Leland Ave,KA1504000127,11,11,In Service,41.965875,-87.700825,"{'type': 'Point', 'coordinates': [-87.700825, 41.965875]}",2,21849,14,258,20,20,40
a3a9984a-a135-11e9-9cda-0a87ae2ba916,Indiana Ave & 31st St,TA1308000036,11,11,In Service,41.838842,-87.621857,"{'type': 'Point', 'coordinates': [-87.621857, 41.838842]}",48,21194,1,191,10,40,9
1594041785694887806,Kenneth Ave & 50th St,,6,6,In Service,41.8023156,-87.7344142,"{'type': 'Point', 'coordinates': [-87.7344142, 41.8023156]}",35,22248,54,697,8,56,14
a3a7a4fc-a135-11e9-9cda-0a87ae2ba916,MLK Jr Dr & 47th St,TA1308000007,11,11,In Service,41.809851,-87.616279,"{'type': 'Point', 'coordinates': [-87.616279, 41.809851]}",12,4301,4,447,9,36,8
a3ad8aa3-a135-11e9-9cda-0a87ae2ba916,Harper Ave & 59th St,KA1503000070,15,15,In Service,41.7879428129,-87.5883151702,"{'type': 'Point', 'coordinates': [-87.5883151702, 41.78794281287]}",32,22260,8,502,33,60,3
1963671811736140038,Kedzie Ave & 60th St,24273,15,15,In Service,41.78458,-87.70319,"{'type': 'Point', 'coordinates': [-87.70319, 41.78458]}",19,21867,64,183,2,58,14
1866477298337982542,Leavitt St/North Ave,PI00003,4,4,In Service,41.910077,-87.682306,"{'type': 'Point', 'coordinates': [-87.682306, 41.910077]}",16,21560,25,517,11,4,1
1594046418168009438,Albany Ave & Belmont Ave,,9,9,In Service,41.939638,-87.705263,"{'type': 'Point', 'coordinates': [-87.705263, 41.939638]}",2,21538,22,425,20,39,33
1ce9b7b2-6ef1-4e3b-abd4-85dedaf0ee65,State St & Chicago Ave,21544,15,15,In Service,41.8966172004,-87.6285785437,"{'type': 'Point', 'coordinates': [-87.628578543663, 41.896617200408]}",22,4446,37,669,11,55,42
1943244520961310788,California Ave & 41st St,24244,15,15,In Service,41.81867,-87.69441,"{'type': 'Point', 'coordinates': [-87.69441, 41.81867]}",29,22248,55,641,1,56,12
a3b453f2-a135-11e9-9cda-0a87ae2ba916,Carpenter St & 63rd St,18025,7,7,In Service,41.77987,-87.650919,"{'type': 'Point', 'coordinates': [-87.650919, 41.77987]}",19,21559,66,434,2,11,16
a3a88f84-a135-11e9-9cda-0a87ae2ba916,Shore Dr & 55th St,TA1308000009,19,19,In Service,41.795212,-87.580715,"{'type': 'Point', 'coordinates': [-87.580715, 41.795212]}",32,21192,8,502,33,60,3
1571105055115583500,Roscoe & Harlem,,9,9,In Service,41.9416062,-87.8072964,"{'type': 'Point', 'coordinates': [-87.8072964, 41.9416062]}",39,22254,17,458,19,52,38
7c56e4d5-92ee-4129-9a3a-d2ce89eab31d,Burnham Greenway & 112th St,20219,15,15,In Service,41.6917738512,-87.5304311514,"{'type': 'Point', 'coordinates': [-87.53043115139, 41.691773851168]}",47,21202,49,552,47,25,6
1448642175142467180,S Michigan Ave & E 118th St,,6,6,In Service,41.679804,-87.620843,"{'type': 'Point', 'coordinates': [-87.620843, 41.679804]}",30,21861,50,229,43,19,11
a3ae8d13-a135-11e9-9cda-0a87ae2ba916,Western Ave & Granville Ave,KA1504000129,11,11,In Service,41.994161369,-87.689438282,"{'type': 'Point', 'coordinates': [-87.689438282, 41.99416136902]}",42,4450,20,53,27,50,50
1594046435347878642,Virginia Ave & Catalpa Ave,,9,9,In Service,41.9812456,-87.7048924,"{'type': 'Point', 'coordinates': [-87.7048924, 41.9812456]}",46,21849,6,620,24,20,39
a3b0ccad-a135-11e9-9cda-0a87ae2ba916,Ridge Blvd & Howard St,514,11,11,In Service,42.019276,-87.68452,"{'type': 'Point', 'coordinates': [-87.68452, 42.019276]}",3,22528,10,52,5,12,49
1563698701206292480,Lamon Ave & Belmont Ave,,9,9,In Service,41.9390108,-87.7492834,"{'type': 'Point', 'coordinates': [-87.7492834, 41.9390108]}",27,22618,15,115,17,21,31
1867617341378224632,Karlov Ave & Lawrence Ave,23107,15,15,In Service,41.967947,-87.730409,"{'type': 'Point', 'coordinates': [-87.730409, 41.967947]}",28,21869,14,257,38,48,39
1859717449875884116,Kedzie Ave & 66th Pl,23143,15,15,In Service,41.772584,-87.703007,"{'type': 'Point', 'coordinates': [-87.703007, 41.772584]}",44,21867,64,293,31,58,14
1869052846885132442,Kedzie Ave & 73rd St,23136,15,15,In Service,41.760703,-87.702292,"{'type': 'Point', 'coordinates': [-87.702292, 41.760703]}",6,21867,64,349,30,58,18
a3a781a6-a135-11e9-9cda-0a87ae2ba916,State St & 29th St,13213,11,11,In Service,41.841707,-87.626938,"{'type': 'Point', 'coordinates': [-87.626938, 41.841707]}",12,21194,1,377,9,40,8
1448642162257565286,S Wentworth Ave & W 111th St,,5,5,In Service,41.6926176,-87.6280518,"{'type': 'Point', 'coordinates': [-87.6280518, 41.6926176]}",45,21861,45,524,22,19,11
a3b3915a-a135-11e9-9cda-0a87ae2ba916,Malcolm X College,631,19,19,In Service,41.877618,-87.673895,"{'type': 'Point', 'coordinates': [-87.673895, 41.877618]}",48,21184,29,90,46,28,27
a3a7537c-a135-11e9-9cda-0a87ae2ba916,Wells St & Elm St,KA1504000135,23,23,In Service,41.903222,-87.634324,"{'type': 'Point', 'coordinates': [-87.634324, 41.903222]}",51,14926,37,310,46,54,27
1594046379513303716,Sacramento Blvd & Fulton Ave,,9,9,In Service,41.886528,-87.70167,"{'type': 'Point', 'coordinates': [-87.70167, 41.886528]}",41,21184,28,50,46,28,27
a3b2a9e7-a135-11e9-9cda-0a87ae2ba916,Cottage Grove Ave & 83rd St,585,11,11,In Service,41.743441,-87.604836,"{'type': 'Point', 'coordinates': [-87.604836, 41.743441]}",9,21546,40,141,35,61,10
a3b0e657-a135-11e9-9cda-0a87ae2ba916,Greenview Ave & Jarvis Ave,520,19,19,In Service,42.015962,-87.66857,"{'type': 'Point', 'coordinates': [-87.66857, 42.015962]}",3,21853,10,357,5,9,49
a3a3b202-a135-11e9-9cda-0a87ae2ba916,Paulina Ave & North Ave,TA1305000037,15,15,In Service,41.9098546522,-87.66993016,"{'type': 'Point', 'coordinates': [-87.669930160046, 41.909854652167]}",24,21560,25,482,11,4,1
a3a817dc-a135-11e9-9cda-0a87ae2ba916,Clifton Ave & Armitage Ave,TA1307000163,15,15,In Service,41.918216,-87.656936,"{'type': 'Point', 'coordinates': [-87.656936, 41.918216]}",51,21190,68,797,34,16,43
1594046443937813244,Western Ave & Gunnison St,,9,9,In Service,41.969659,-87.68955,"{'type': 'Point', 'coordinates': [-87.68955, 41.969659]}",13,21849,6,28,24,20,40
a3ac4a7c-a135-11e9-9cda-0a87ae2ba916,Stony Island Ave & 71st St,KA1503000045,11,11,In Service,41.7664929373,-87.5864608775,"{'type': 'Point', 'coordinates': [-87.5864608775, 41.7664929373]}",32,22538,39,416,33,60,3
1436495109493626546,N Green St & W Lake St,,8,8,In Service,41.885579,-87.648484,"{'type': 'Point', 'coordinates': [-87.648484, 41.885579]}",41,14917,29,63,46,44,27
1939906971867155378,Archer Ave & Homan Ave,24246,15,15,In Service,41.81153,-87.70885,"{'type': 'Point', 'coordinates': [-87.70885, 41.81153]}",49,22248,55,640,8,56,12
1957713517347478034,Midway Orange Line,24289,23,23,In Service,41.78692,-87.73892,"{'type': 'Point', 'coordinates': [-87.73892, 41.78692]}",35,21867,53,86,15,58,13
a3aca790-a135-11e9-9cda-0a87ae2ba916,Artesian Ave & Hubbard St,15664,27,27,In Service,41.8895,-87.688257,"{'type': 'Point', 'coordinates': [-87.688257, 41.8895]}",41,21184,25,545,46,28,27
a3a46361-a135-11e9-9cda-0a87ae2ba916,Clark St & Ida B Wells Dr,TA1305000009,35,35,In Service,41.8759326655,-87.6305845355,"{'type': 'Point', 'coordinates': [-87.6305845355, 41.8759326655]}",48,14913,38,92,10,35,34
a3ab86b6-a135-11e9-9cda-0a87ae2ba916,Wolcott Ave & Polk St,TA1309000064,23,23,In Service,41.871262,-87.673688,"{'type': 'Point', 'coordinates': [-87.673688, 41.871262]}",48,21184,29,5,46,28,27
a3b46866-a135-11e9-9cda-0a87ae2ba916,Rhodes Ave & 71st St,652,11,11,In Service,41.766,-87.611726,"{'type': 'Point', 'coordinates': [-87.611726, 41.766]}",31,22260,67,480,32,60,4
1936565171921396140,Sacramento Ave & Pratt Blvd,24147,11,11,In Service,42.00404,-87.70473,"{'type': 'Point', 'coordinates': [-87.70473, 42.00404]}",42,22528,20,32,27,12,50
2020461740735777052,Laflin St & 115th St,24431,16,16,In Service,41.68499,-87.65991,"{'type': 'Point', 'coordinates': [-87.65991, 41.68499]}",45,22212,74,663,22,13,21
1594046413873042136,Sacramento Blvd & Addison St,,9,9,In Service,41.94609,-87.702988,"{'type': 'Point', 'coordinates': [-87.702988, 41.94609]}",2,21538,22,425,20,39,33
1936582264492460636,Long Ave & Belmont Ave,21317,15,15,In Service,41.93833,-87.76166,"{'type': 'Point', 'coordinates': [-87.76166, 41.93833]}",27,22618,19,303,17,21,31
